# Sip word list — adapted from the New General Service List (NGSL) and New Academic Word List (NAWL) by Browne, C., Culligan, B., & Phillips, J. — CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/) — https://www.newgeneralservicelist.com — Sip's adaptation (level order, Korean meanings, examples) is shared under the same license.
level,day,word,pos,korean,example1,example2,source_list
11,4,team,noun,팀,Our team won the game.,How many people are on your team?,NGSL
11,4,easy,adjective,쉬운,This question is very easy.,Was the test easy for you?,NGSL
11,5,individual,adjective,개인의,Each student has individual needs.,We give individual help to each child.,NGSL
11,5,full,adjective,가득 찬,The room was full of people.,Is the train already full?,NGSL
11,5,black,adjective,검은,She has a black car.,Do you want the black one?,NGSL
11,5,sense,noun,감각,She has a good sense of color.,Dogs have a strong sense of smell.,NGSL
11,5,perhaps,adverb,아마도,Perhaps we can meet next week.,He is perhaps the best player here.,NGSL
11,6,add,verb,추가하다,Add a little water to the food.,Can you add one more to the group?,NGSL
11,6,rule,noun,규칙,Every game has its own rules.,What is the first rule of the school?,NGSL
11,6,pass,verb,지나가다,A car passed us on the way.,Many people pass this place every day.,NGSL
11,6,produce,verb,생산하다,This company produces cars.,How much food do they produce a year?,NGSL
11,6,sell,verb,팔다,They sell books and music here.,Did you sell your old car?,NGSL
11,7,short,adjective,짧은,We had a short talk after class.,Why is the day so short?,NGSL
11,7,agree,verb,동의하다,I agree with you.,Did they agree on a price?,NGSL
11,7,law,noun,법,It is against the law here.,Does she study law at school?,NGSL
11,7,everything,pronoun,모든 것,Everything in the room was new.,Did you remember everything?,NGSL
11,7,research,noun,연구,She does research on language.,How long did the research take?,NGSL
12,1,cover,verb,덮다,Cover the food with this paper.,Can you cover the car at night?,NGSL
12,1,paper,noun,종이,I need some paper to write on.,Do you have any paper?,NGSL
12,1,position,noun,위치,The book is in the same position.,Can you change the position of the table?,NGSL
12,1,near,preposition,~가까이에,The school is near my house.,Is there a shop near here?,NGSL
12,1,human,adjective,인간의,The human body needs water.,Every human life is important.,NGSL
12,2,computer,noun,컴퓨터,I use my computer every day.,Is your computer new?,NGSL
12,2,situation,noun,상황,The situation is very hard right now.,How did you deal with the situation?,NGSL
12,2,staff,noun,직원,The staff at the shop were very good.,How many staff work in this office?,NGSL
12,2,activity,noun,활동,What activity do you like most?,Walking is a good activity for you.,NGSL
12,2,film,noun,영화,We watched a great film last night.,What film do you want to see?,NGSL
12,3,morning,noun,아침,I run every morning before work.,What do you do in the morning?,NGSL
12,3,war,noun,전쟁,The museum has pictures from the war.,When did the war end?,NGSL
12,3,account,noun,계좌,I need to put money in my account.,Do you have an account here?,NGSL
12,3,shop,noun,가게,The shop near my house is small.,Is the shop open today?,NGSL
12,3,major,adjective,주요한,This is a major problem for us.,What are the major cities here?,NGSL
12,4,someone,pronoun,누군가,Someone left a book on the table.,Did someone call me today?,NGSL
12,4,above,preposition,~위에,The light is above the table.,Is your room above the shop?,NGSL
12,4,design,noun,디자인,I love the design of this car.,Who made the design for the house?,NGSL
12,4,event,noun,행사,The event starts early in the morning.,Are you going to the event?,NGSL
12,4,special,adjective,특별한,Today is a special day for me.,Do you have any special plans?,NGSL
12,5,sometimes,adverb,가끔,I sometimes walk to work.,Do you sometimes feel this way?,NGSL
12,5,condition,noun,상태,The car is in good condition.,What condition is the house in?,NGSL
12,5,carry,verb,들고 가다,Can you carry this for me?,She carried the child to the car.,NGSL
12,5,choose,verb,선택하다,You can choose any color you like.,Which one did you choose?,NGSL
12,5,father,noun,아버지,My father works in the city.,Where does your father live?,NGSL
12,6,decision,noun,결정,It was a hard decision to make.,Have you made your decision yet?,NGSL
12,6,table,noun,탁자,Put the book on the table.,Is this table free?,NGSL
12,6,certain,adjective,확실한,I am certain he will come.,Are you certain about that?,NGSL
12,6,forward,adverb,앞으로,Please take one step forward.,Why did the car move forward?,NGSL
12,6,main,adjective,주된,What is the main problem here?,This is the main reason I came.,NGSL
12,7,die,verb,죽다,Her father died a long time ago.,Everything that lives must die.,NGSL
12,7,bear,verb,참다,He could not bear to leave home.,How do you bear this every day?,NGSL
12,7,cut,verb,자르다,Can you cut the paper for me?,She cut the food into small pieces.,NGSL
12,7,describe,verb,묘사하다,Can you describe your house to me?,She described the film very well.,NGSL
12,7,available,adjective,이용 가능한,Is this table available now?,The book is available at the shop.,NGSL
13,1,especially,adverb,특히,"I like music, especially old music.","It was hard, especially at first.",NGSL
13,1,strong,adjective,강한,He is very strong.,Is this table strong enough?,NGSL
13,1,rise,verb,오르다,Prices rise every year.,The water will rise soon.,NGSL
13,1,girl,noun,여자아이,The girl is reading a book.,Do you know that girl?,NGSL
13,1,maybe,adverb,어쩌면,Maybe we can meet next week.,Maybe he is at home.,NGSL
13,2,community,noun,지역 사회,Our community has a new school.,People in this community help each other.,NGSL
13,2,else,adverb,그 밖에,Do you need anything else?,Someone else will help you.,NGSL
13,2,particular,adjective,특정한,I want this particular book.,Is there a particular reason?,NGSL
13,2,role,noun,역할,She has an important role here.,What is your role at work?,NGSL
13,2,join,verb,가입하다,Would you like to join our team?,He joined the group last year.,NGSL
13,3,difficult,adjective,어려운,This question is very difficult.,Was the test difficult?,NGSL
13,3,please,interjection,제발,Please open the door.,"Can you help me, please?",NGSL
13,3,detail,noun,세부 사항,Please tell me every detail.,Can you give me more details?,NGSL
13,3,difference,noun,차이,What is the difference between them?,I see no difference here.,NGSL
13,3,action,noun,행동,We need to take action now.,Every action has a result.,NGSL
13,4,health,noun,건강,Good food is important for health.,How is your mother's health?,NGSL
13,4,eat,verb,먹다,What do you want to eat?,We ate at home last night.,NGSL
13,4,step,noun,단계,What is the next step?,Follow each step in order.,NGSL
13,4,true,adjective,사실인,Is that story true?,It is true that he left.,NGSL
13,4,phone,noun,전화,My phone is on the table.,Can I use your phone?,NGSL
13,5,draw,verb,그리다,She can draw very well.,Draw a line here.,NGSL
13,5,white,adjective,하얀,She has a white car.,Is your house white?,NGSL
13,5,date,noun,날짜,What is the date today?,Please write the date here.,NGSL
13,5,practice,noun,연습,Practice makes you better.,We have music practice after school.,NGSL
13,5,model,noun,모델,This is a new car model.,She made a model of the house.,NGSL
13,6,raise,verb,올리다,Please raise your hand.,They raised the price again.,NGSL
13,6,customer,noun,고객,The customer asked for help.,How many customers came today?,NGSL
13,6,front,noun,앞,Please sit at the front.,The shop is in front of us.,NGSL
13,6,explain,verb,설명하다,Can you explain this to me?,She explained the problem well.,NGSL
13,6,door,noun,문,Please close the door.,Who is at the door?,NGSL
13,7,outside,adverb,바깥에,The children are playing outside.,Can we eat outside today?,NGSL
13,7,behind,preposition,~뒤에,The car is behind the house.,Who is behind the door?,NGSL
13,7,economic,adjective,경제의,The country has economic problems.,Is this an economic issue?,NGSL
13,7,site,noun,웹사이트,This site has a lot of information.,Which site do you use for music?,NGSL
13,7,approach,noun,접근 방식,We need a new approach.,Is there a better approach?,NGSL
14,1,teacher,noun,선생님,My teacher is very kind.,Do you like your new teacher?,NGSL
14,1,land,noun,토지,They bought some land near the city.,Is this land good for a house?,NGSL
14,1,charge,verb,요금을 청구하다,The shop charged me for the water.,How much do you charge for this?,NGSL
14,1,finally,adverb,마침내,We finally found the right house.,Did the train finally come?,NGSL
14,1,sign,noun,표지판,The sign says the shop is closed.,Can you read that sign over there?,NGSL
14,2,nice,adjective,좋은,What a nice day it is!,She is a really nice person.,NGSL
14,2,picture,noun,사진,She took a picture of her family.,Can I see the picture you took?,NGSL
14,2,boy,noun,소년,The boy is playing with his friend.,How old is that little boy?,NGSL
14,2,happy,adjective,행복한,I am happy to see you.,Are the children happy at school?,NGSL
14,2,round,adjective,둥근,The table in the room is round.,Do you want a round table?,NGSL
14,3,road,noun,도로,The road to the town is long.,Is this the right road home?,NGSL
14,3,wear,verb,입다,What should I wear to the party?,He always wears black to work.,NGSL
14,3,kid,noun,아이,The kids are playing outside now.,How many kids do you have?,NGSL
14,3,teach,verb,가르치다,My mother teaches music at a school.,Can you teach me to drive?,NGSL
14,3,field,noun,들판,The children play in the field.,Is there a field behind your house?,NGSL
14,4,air,noun,공기,The air is clean in the country.,Can you feel the cold air?,NGSL
14,4,listen,verb,듣다,Please listen to the teacher.,Do you listen to music at night?,NGSL
14,4,foot,noun,발,Can you stand on one foot?,I put my foot in the water.,NGSL
14,4,ground,noun,땅,The kids sat on the ground.,Why is the ground so hard?,NGSL
14,4,animal,noun,동물,What animal do you like most?,My family has many animals at home.,NGSL
14,5,fight,verb,싸우다,Why do the kids fight so much?,We should not fight about money.,NGSL
14,5,street,noun,거리,Our house is on this street.,Which street do you live on?,NGSL
14,5,wife,noun,아내,My wife works at a school.,Does his wife like the new house?,NGSL
14,5,sport,noun,스포츠,Which sport do you like most?,My friend plays a new sport now.,NGSL
14,5,fire,noun,불,We sat around the fire at night.,Keep away from the fire!,NGSL
14,6,police,noun,경찰,Call the police if you need help.,The police stopped the car.,NGSL
14,6,store,noun,상점,The store opens early every day.,Is there a store near here?,NGSL
14,6,laugh,verb,웃다,The children laughed at his story.,Why are you laughing now?,NGSL
14,6,arm,noun,팔,He broke his arm last week.,Put your arms up high.,NGSL
14,6,heart,noun,심장,I can feel my heart when I run.,Running is good for your heart.,NGSL
14,7,bank,noun,은행,I need to go to the bank.,Does the bank open early today?,NGSL
14,7,fast,adjective,빠른,This is a very fast car.,Is this train fast?,NGSL
14,7,drop,verb,떨어뜨리다,Don't drop your phone in the water.,Why did she drop her paper?,NGSL
14,7,page,noun,페이지,Please open the book to this page.,Which page are we on?,NGSL
14,7,summer,noun,여름,We visit my parents every summer.,What do you do in summer?,NGSL
15,1,drink,verb,마시다,Drink some water after you run.,What do you want to drink?,NGSL
15,1,park,noun,공원,The children play in the park.,Is there a park near your house?,NGSL
15,1,key,noun,열쇠,I can't find my car key.,Did you leave the key at home?,NGSL
15,1,inside,preposition,~안에,Your book is inside the car.,Is someone inside the office?,NGSL
15,1,plant,noun,식물,This plant needs water every day.,Do you have plants in your room?,NGSL
15,2,paint,verb,칠하다,We painted the door white.,Can you help me paint the room?,NGSL
15,2,evening,noun,저녁,We walked home in the evening.,What do you do every evening?,NGSL
15,2,catch,verb,잡다,Can you catch the paper before it falls?,She caught the key with one hand.,NGSL
15,2,son,noun,아들,My son is ten years old.,How many sons do you have?,NGSL
15,2,bed,noun,침대,I go to bed at ten every night.,Is the bed big enough for two?,NGSL
15,3,hit,verb,치다,He hit his head on the door.,Did the car hit anything?,NGSL
15,3,yesterday,adverb,어제,I saw her at the shop yesterday.,Did you go to school yesterday?,NGSL
